,Name,Team,Position,xG per fixture,xG per game,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
201,Ruben Loftus-Cheek,Chelsea,Midfielder,5.7368421052631575,9.083333333333334,38,24,0.0,,2.0,3.0,2.0,15.0,0.0,18.0,,4.0,21.0,,11.0,,,0.0,4.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,29.0,31.0,8.0,16.0,0.0,2.0,18.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Jorge Luiz Frello Filho,Chelsea,Midfielder,5.631578947368421,7.379310344827586,38,29,0.0,,2.0,0.0,0.0,0.0,3.0,17.0,,0.0,0.0,,0.0,,,0.0,0.0,8.0,,,,0.0,,,,,0.0,1.0,0.0,,0.0,0.0,34.0,0.0,33.0,34.0,16.0,0.0,19.0,0.0,25.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
203,Romain Saiss,Wolves,Defender,5.631578947368421,6.903225806451613,38,31,0.0,,0.0,0.0,12.0,0.0,,0.0,,,0.0,,0.0,2.0,,0.0,0.0,6.0,,4.0,0.0,8.0,,0.0,17.0,,0.0,,0.0,,9.0,,,0.0,23.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,0.0,33.0,0.0,4.0,1.0,17.0,50.0,8.0,4.0
204,Cesar Azpilicueta,Chelsea,Defender,5.578947368421052,7.851851851851851,38,27,0.0,,6.0,0.0,2.0,19.0,4.0,8.0,,19.0,0.0,,12.0,,,0.0,8.0,0.0,,,,0.0,,,,,6.0,29.0,4.0,,2.0,21.0,0.0,20.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,10.0,0.0,4.0,2.0,6.0
205,Alex Oxlade-Chamberlain,Liverpool,Midfielder,5.473684210526316,12.235294117647058,38,17,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,27.0,,0.0,0.0,,49.0,,29.0,,0.0,2.0,,0.0,7.0,9.0,2.0,0.0,17.0,32.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0
206,Max Kilman,Wolves,Defender,5.447368421052632,6.9,38,30,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,4.0,,4.0,0.0,35.0,,0.0,0.0,,4.0,,6.0,,0.0,,,0.0,0.0,35.0,0.0,0.0,2.0,22.0,0.0,17.0,7.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0
207,Lucas Digne,Aston Villa,Defender,5.405405405405405,6.896551724137931,37,29,0.0,8.0,7.0,4.0,4.0,2.0,,0.0,,,8.0,,0.0,0.0,,0.0,20.0,0.0,,0.0,,23.0,,2.0,12.0,,2.0,,23.0,,0.0,,,,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,29.0,0.0,2.0,6.0,2.0,10.0,10.0,0.0,11.0
208,Ferran Torres,Man City,Midfielder,5.368421052631579,51.0,38,4,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,69.0,36.0,32.0
209,Nuno Varela Tavares,Arsenal,Defender,5.342105263157895,9.227272727272727,38,22,0.0,,0.0,2.0,0.0,0.0,,47.0,9.0,21.0,0.0,,2.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,37.0,2.0,10.0,18.0,41.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
210,Conor Coady,Wolves,Defender,5.315789473684211,5.315789473684211,38,38,0.0,,0.0,0.0,33.0,2.0,,2.0,,,0.0,,0.0,8.0,,17.0,0.0,4.0,,8.0,0.0,2.0,,0.0,0.0,,0.0,,33.0,,22.0,,,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0
211,Benjamin Chilwell,Chelsea,Defender,5.315789473684211,28.857142857142858,38,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,58.0,6.0,20.0,19.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Manuel Lanzini,West Ham,Midfielder,5.2894736842105265,6.7,38,30,0.0,,0.0,,25.0,18.0,,0.0,,2.0,0.0,,0.0,2.0,,8.0,,6.0,,16.0,,0.0,,4.0,8.0,,2.0,,4.0,12.0,36.0,6.0,2.0,,4.0,13.0,17.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Frederico Rodrigues de Paula Santos,Man Utd,Midfielder,5.2894736842105265,7.178571428571429,38,28,0.0,,,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,,17.0,,,0.0,,37.0,,1.0,,17.0,10.0,0.0,0.0,,17.0,8.0,0.0,,0.0,0.0,0.0,,,8.0,25.0,4.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,17.0
214,Pedro Lomba Neto,Wolves,Midfielder,5.2631578947368425,15.384615384615385,38,13,0.0,,58.0,14.0,19.0,36.0,,22.0,,,0.0,,2.0,0.0,,0.0,20.0,4.0,,20.0,4.0,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Douglas Luiz Soares de Paulo,Aston Villa,Midfielder,5.2368421052631575,5.852941176470588,38,34,0.0,2.0,8.0,50.0,10.0,0.0,,0.0,,,0.0,,0.0,1.0,,0.0,21.0,50.0,,0.0,,8.0,,7.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,9.0,4.0,1.0,0.0
216,Enock Mwepu,Brighton,Midfielder,5.2368421052631575,11.055555555555555,38,18,0.0,,0.0,,0.0,48.0,,4.0,4.0,25.0,9.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,8.0,0.0,12.0,,34.0,,29.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
217,Mateo Kovacic,Chelsea,Midfielder,5.2105263157894735,7.92,38,25,0.0,,0.0,4.0,17.0,35.0,0.0,0.0,,0.0,0.0,,9.0,,,0.0,1.0,0.0,,,,0.0,,,,,0.0,1.0,0.0,,27.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,8.0,35.0,18.0,17.0,5.0,4.0
218,Kieran Tierney,Arsenal,Defender,5.2105263157894735,9.0,38,22,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,,,2.0,22.0,,,2.0,,15.0,,,,0.0,,37.0,24.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,19.0,2.0,2.0,41.0
219,Marc Cucurella,Brighton,Defender,5.171428571428572,5.171428571428572,35,35,0.0,,2.0,,39.0,3.0,,4.0,0.0,4.0,0.0,,2.0,,10.0,2.0,,6.0,,2.0,,12.0,2.0,19.0,,,3.0,2.0,2.0,,3.0,5.0,2.0,,10.0,,0.0,9.0,5.0,2.0,10.0,9.0,6.0,2.0,2.0,2.0,0.0,0.0,,,
220,Eric Dier,Spurs,Defender,5.131578947368421,5.571428571428571,38,35,0.0,,0.0,0.0,0.0,27.0,,0.0,,0.0,0.0,,10.0,0.0,0.0,46.0,,7.0,,0.0,4.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,21.0,0.0,0.0,,,0.0,0.0,,8.0,0.0,6.0,0.0,18.0,0.0,2.0,4.0,0.0,9.0,33.0,0.0
221,Johann Berg Gudmundsson,Burnley,Midfielder,5.078947368421052,10.722222222222221,38,18,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,,,,8.0,18.0,,,,6.0,41.0,4.0,,43.0,0.0,23.0,7.0,0.0,2.0,0.0,25.0,0.0,6.0,0.0,2.0
222,Ashley Barnes,Burnley,Forward,5.052631578947368,8.347826086956522,38,23,0.0,37.0,5.0,,10.0,34.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,2.0,19.0,16.0,2.0,6.0,21.0,0.0
223,Pascal Struijk,Leeds,Defender,5.026315789473684,6.586206896551724,38,29,0.0,,33.0,2.0,0.0,0.0,,0.0,,,0.0,,0.0,2.0,,59.0,0.0,2.0,,16.0,0.0,0.0,,0.0,61.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
224,Adam Idah,Norwich,Forward,4.921052631578948,11.000000000000002,38,17,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,12.0,,20.0,,43.0,,35.0,10.0,0.0,,19.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,33.0
225,Davinson Sanchez,Spurs,Defender,4.894736842105263,8.08695652173913,38,23,0.0,,10.0,0.0,0.0,0.0,,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,,0.0,0.0,0.0,,0.0,2.0,,2.0,,9.0,,39.0,20.0,4.0,35.0,,,33.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0
226,Matt Targett,Newcastle,Defender,4.842105263157895,5.575757575757576,38,33,0.0,,0.0,,0.0,0.0,,2.0,2.0,17.0,8.0,,2.0,,0.0,2.0,8.0,18.0,,36.0,,4.0,,0.0,0.0,,0.0,,0.0,,21.0,,0.0,,4.0,0.0,0.0,0.0,17.0,4.0,2.0,0.0,2.0,4.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0
227,Kristoffer Ajer,Brentford,Defender,4.842105263157895,7.666666666666667,38,24,0.0,,0.0,,23.0,0.0,,0.0,,4.0,22.0,,43.0,6.0,,2.0,,2.0,,0.0,,4.0,,2.0,0.0,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,4.0
228,Mathias Jensen,Brentford,Midfielder,4.7631578947368425,5.838709677419355,38,31,0.0,,31.0,,16.0,8.0,,4.0,,0.0,0.0,,0.0,18.0,,0.0,,0.0,,0.0,,0.0,,2.0,8.0,,2.0,48.0,0.0,0.0,4.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Wilfred Ndidi,Leicester,Midfielder,4.7105263157894735,9.421052631578947,38,19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,,17.0,,1.0,,19.0,,1.0,0.0,,0.0,,0.0,,,2.0,0.0,,,33.0,0.0,20.0,54.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,2.0,0.0,0.0
230,Romain Perraud,Southampton,Defender,4.684210526315789,8.9,38,20,0.0,,0.0,,5.0,0.0,,6.0,0.0,45.0,0.0,,0.0,,,4.0,0.0,3.0,,0.0,,0.0,,19.0,3.0,,2.0,,25.0,,25.0,8.0,0.0,,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
231,Frank Onyeka,Brentford,Midfielder,4.578947368421052,8.7,38,20,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,35.0,,0.0,0.0,0.0,0.0,7.0,35.0,0.0,,,18.0,0.0,0.0,4.0,6.0,0.0,8.0,4.0,0.0,0.0,8.0,18.0,0.0,0.0,27.0,4.0
232,Adam Lallana,Brighton,Midfielder,4.552631578947368,7.208333333333333,38,24,0.0,,2.0,,0.0,0.0,,0.0,0.0,4.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,10.0,0.0,2.0,,,0.0,0.0,18.0,,8.0,25.0,1.0,,2.0,,0.0,12.0,0.0,2.0,4.0,19.0,0.0,11.0,18.0,17.0,10.0,4.0,0.0,2.0,2.0
233,Tariq Lamptey,Brighton,Defender,4.526315789473684,5.733333333333333,38,30,0.0,,4.0,,0.0,0.0,,0.0,2.0,9.0,0.0,,16.0,,0.0,1.0,,12.0,,11.0,,0.0,4.0,4.0,,,14.0,8.0,0.0,,0.0,9.0,2.0,,4.0,,0.0,0.0,8.0,17.0,33.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Curtis Jones,Liverpool,Midfielder,4.5,11.4,38,15,0.0,,13.0,12.0,0.0,0.0,,0.0,,0.0,0.0,,4.0,,0.0,0.0,,0.0,,,46.0,0.0,,0.0,10.0,,2.0,,14.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0
235,Seamus Coleman,Everton,Defender,4.473684210526316,5.666666666666667,38,30,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,,22.0,4.0,,0.0,,0.0,,3.0,,33.0,2.0,,0.0,,0.0,,3.0,,,,0.0,0.0,0.0,2.0,10.0,38.0,2.0,18.0,10.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0
236,Shane Long,Southampton,Forward,4.447368421052632,13.0,38,13,0.0,,0.0,,0.0,26.0,,53.0,0.0,0.0,0.0,,18.0,,,0.0,0.0,0.0,,0.0,,33.0,,0.0,0.0,,0.0,,0.0,,0.0,2.0,0.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
237,Rayan Ait Nouri,Wolves,Defender,4.394736842105263,7.260869565217392,38,23,0.0,,26.0,0.0,5.0,6.0,,0.0,,,0.0,,0.0,10.0,,0.0,4.0,0.0,,0.0,2.0,8.0,,6.0,0.0,,0.0,,6.0,,0.0,,,0.0,0.0,0.0,6.0,32.0,21.0,2.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
238,Max Aarons,Norwich,Defender,4.368421052631579,4.882352941176471,38,34,0.0,,2.0,4.0,0.0,1.0,,2.0,,0.0,0.0,,0.0,,,8.0,4.0,0.0,,0.0,,4.0,,20.0,0.0,,0.0,,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,2.0,33.0,0.0,4.0,20.0,0.0,0.0,19.0,1.0,2.0,15.0,18.0,2.0,1.0
239,Divock Origi,Liverpool,Forward,4.342105263157895,23.571428571428573,38,7,0.0,,0.0,0.0,0.0,0.0,,41.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,17.0,11.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,56.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Vladimir Coufal,West Ham,Defender,4.2368421052631575,5.75,38,28,0.0,,0.0,,2.0,2.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,4.0,,0.0,,36.0,6.0,12.0,0.0,0.0,,0.0,0.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,2.0,0.0,2.0,0.0,6.0
241,Jonjo Shelvey,Newcastle,Midfielder,4.105263157894737,6.5,38,24,0.0,,0.0,,0.0,15.0,,0.0,0.0,7.0,0.0,,9.0,,0.0,0.0,2.0,4.0,,15.0,,2.0,,1.0,8.0,,14.0,,2.0,,,,14.0,0.0,8.0,8.0,8.0,1.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Ashley Westwood,Burnley,Midfielder,4.026315789473684,5.666666666666667,38,27,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,26.0,16.0,0.0,,,0.0,,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,,,,8.0,0.0,,,,0.0,2.0,0.0,,18.0,0.0,2.0,4.0,2.0,2.0,10.0,47.0,0.0,0.0,0.0,0.0
243,Trevoh Chalobah,Chelsea,Defender,3.973684210526316,7.55,38,20,0.0,,40.0,3.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,,,0.0,33.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,11.0
244,Aaron Cresswell,West Ham,Defender,3.973684210526316,4.870967741935484,38,31,0.0,,0.0,,2.0,0.0,,0.0,,18.0,4.0,,8.0,4.0,,2.0,,0.0,,3.0,,18.0,,20.0,2.0,,0.0,,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,9.0,2.0,6.0,18.0
245,Ben White,Arsenal,Defender,3.9473684210526314,4.6875,38,32,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,4.0,,0.0,0.0,0.0,21.0,,21.0,,,6.0,16.0,,,20.0,,10.0,,,,0.0,,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Andriy Yarmolenko,West Ham,Midfielder,3.9473684210526314,7.894736842105263,38,19,0.0,,0.0,,0.0,0.0,,60.0,,0.0,0.0,,2.0,4.0,,23.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,9.0,17.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0
247,Joel Veltman,Brighton,Defender,3.8947368421052633,4.352941176470588,38,34,0.0,,0.0,,2.0,0.0,,0.0,0.0,38.0,0.0,,38.0,,8.0,0.0,,1.0,,0.0,,0.0,0.0,6.0,,,0.0,0.0,2.0,,2.0,10.0,0.0,,0.0,,18.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
248,Fernando Luiz Rosa,Man City,Midfielder,3.8684210526315788,7.7368421052631575,38,19,0.0,,2.0,0.0,2.0,7.0,,41.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,14.0,0.0,,0.0,,0.0,,0.0,22.0,18.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,8.0
249,Ayoze Perez,Leicester,Midfielder,3.8421052631578947,10.428571428571429,38,14,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,22.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,17.0,,,0.0,18.0,7.0,0.0,0.0,0.0,0.0,17.0,41.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0
250,Shandon Baptiste,Brentford,Midfielder,3.8157894736842106,6.590909090909091,38,22,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,9.0,44.0,,,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0
251,Joao Filipe Iria Santos Moutinho,Wolves,Midfielder,3.789473684210526,4.114285714285714,38,35,0.0,,12.0,0.0,2.0,30.0,,1.0,,,0.0,,18.0,0.0,,7.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,,17.0,,0.0,,15.0,,,0.0,0.0,0.0,0.0,1.0,9.0,7.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,4.0,3.0,1.0
252,Jonathan Castro Otto,Wolves,Defender,3.789473684210526,11.076923076923077,38,13,0.0,,22.0,0.0,0.0,3.0,,27.0,,,8.0,,17.0,36.0,,5.0,6.0,20.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Joachim Andersen,Crystal Palace,Defender,3.736842105263158,4.176470588235294,38,34,0.0,0.0,12.0,,4.0,2.0,,4.0,,2.0,6.0,,9.0,,,2.0,,4.0,,0.0,0.0,0.0,,23.0,0.0,,1.0,,0.0,,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,4.0,2.0
254,Diego Llorente,Leeds,Defender,3.736842105263158,5.071428571428571,38,28,0.0,,0.0,1.0,33.0,0.0,,0.0,,,4.0,,4.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,37.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Konstantinos Tsimikas,Liverpool,Defender,3.710526315789474,10.846153846153847,38,13,0.0,,14.0,4.0,10.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,33.0,,0.0,0.0,,0.0,,0.0,,3.0,8.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,37.0
256,Przemyslaw Placheta,Norwich,Midfielder,3.6578947368421053,11.583333333333334,38,12,0.0,,0.0,2.0,19.0,0.0,,0.0,,4.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,9.0,46.0,36.0,,2.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Hector Junior Firpo Adames,Leeds,Defender,3.6578947368421053,5.791666666666667,38,24,0.0,,13.0,0.0,4.0,6.0,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,22.0,,4.0,2.0,0.0,,0.0,0.0,,0.0,,2.0,,21.0,,,0.0,2.0,4.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,24.0,0.0,2.0,0.0
258,Ben Gibson,Norwich,Defender,3.6578947368421053,4.964285714285714,38,28,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,,,2.0,0.0,0.0,,2.0,,0.0,,17.0,0.0,,0.0,,6.0,,0.0,6.0,2.0,,17.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,6.0,7.0,0.0,0.0,2.0,2.0,51.0
259,Nathan Tella,Southampton,Midfielder,3.6315789473684212,9.857142857142858,38,14,0.0,,4.0,,0.0,7.0,,22.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,,21.0,35.0,5.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
260,Andre Filipe Tavares Gomes,Everton,Midfielder,3.5789473684210527,9.714285714285714,38,14,0.0,7.0,7.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,18.0,,0.0,,,,8.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,27.0,0.0,0.0
261,Eberechi Eze,Crystal Palace,Midfielder,3.5526315789473686,10.384615384615385,38,13,0.0,2.0,23.0,,46.0,35.0,,18.0,,0.0,2.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Fernando Marcal,Wolves,Defender,3.5526315789473686,7.5,38,18,0.0,,0.0,0.0,0.0,0.0,,0.0,,,4.0,,2.0,0.0,,10.0,0.0,29.0,,12.0,0.0,0.0,,0.0,20.0,,0.0,,0.0,,6.0,,,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,3.0,2.0
263,Billy Gilmour,Norwich,Midfielder,3.526315789473684,5.583333333333333,38,24,0.0,,0.0,9.0,19.0,0.0,,0.0,,0.0,0.0,,18.0,,,0.0,0.0,11.0,,8.0,,8.0,,0.0,0.0,,0.0,,0.0,,0.0,8.0,8.0,,0.0,26.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
264,Tom Cleverley,Watford,Midfielder,3.5,4.75,38,28,0.0,,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,,,0.0,0.0,17.0,,0.0,0.0,25.0,,0.0,11.0,7.0,8.0,,0.0,,0.0,0.0,,,,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0
265,Saman Ghoddos,Brentford,Midfielder,3.5,7.823529411764706,38,17,0.0,,0.0,,0.0,0.0,,12.0,,6.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,6.0,0.0,0.0,0.0,2.0,4.0,25.0,2.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0
266,Kurt Zouma,West Ham,Defender,3.4473684210526314,5.458333333333333,38,24,0.0,,0.0,,0.0,18.0,,0.0,,0.0,0.0,,0.0,0.0,,35.0,,0.0,,4.0,,2.0,,0.0,2.0,,2.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,2.0,33.0,0.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
