chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,full_name
100.0,100.0,20467,0,0,-2,2,1,3,0.2,4.0,5,Theo,5.0,400,False,,2022-12-21T00:30:08.500375Z,48,20467.jpg,2.5,Walcott,0.0,False,,a,17,20,49,9263,0,9360,0,1.0,10.2,Walcott,1123,2,2,2,30,1,0,0,1,0,0,1,140,189.8,202.8,209.0,60.0,13,2.39,1.52,3.91,24.71,320,133,182,114,182,109,251,116,,,,,,,0.19,0.0,0.12,0.31,1.98,2.4,256,151,44,20,229,86,536,206,1.04,0.16,Theo Walcott
100.0,100.0,58376,0,0,-2,2,0,1,0.2,0.0,1,Alex,1.0,401,False,,2022-12-29T15:00:07.562088Z,43,58376.jpg,1.3,McCarthy,0.1,False,,a,17,20,8,8379,0,24543,0,0.2,1.9,McCarthy,540,0,0,0,17,0,0,0,0,0,14,0,83,106.2,0.0,0.0,10.6,6,0.00,0.00,0.00,15.16,380,30,636,68,604,59,449,30,,,,,,,0.0,2.33,0.0,0.0,2.53,2.83,539,26,202,20,447,39,399,48,1.0,0.0,Alex McCarthy
0.0,0.0,78056,0,0,-2,2,0,3,0.0,0.0,0,Oriol,0.0,402,False,Transferred to Girona,2022-09-01T10:55:31.452685Z,48,78056.jpg,2.0,Romeu Vidal,0.0,False,,u,17,20,2,932,0,9786,0,0.0,0.4,Romeu,74,0,0,0,4,0,0,0,0,0,0,0,9,6.2,3.8,2.0,1.2,1,0.00,0.20,0.20,1.45,503,225,464,223,474,233,509,229,,,,,,,0.0,0.0,0.24,0.24,1.76,4.86,263,156,655,273,326,127,594,234,1.22,0.0,Oriol Romeu Vidal
0.0,0.0,83283,0,0,-2,2,0,3,0.0,0.0,0,Nathan,0.0,403,False,Transferred to Besiktas,2022-09-09T08:38:44.910361Z,53,83283.jpg,1.0,Redmond,0.0,False,,u,17,20,1,1007,0,6553,0,0.0,0.2,Redmond,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,767,333,766,333,764,333,768,333,,,,,,,0.0,0.0,0.0,0.0,1.8,0.0,135,70,721,316,531,249,602,239,0.0,0.0,Nathan Redmond
100.0,100.0,91047,0,0,-3,3,0,3,2.5,0.0,1,Stuart,1.0,405,False,,2023-01-09T15:00:07.482611Z,47,91047.jpg,1.8,Armstrong,0.1,False,,a,17,20,57,16707,0,23362,0,0.2,12.1,S.Armstrong,1391,2,2,1,34,0,0,0,6,0,0,2,221,236.4,297.1,267.0,80.3,14,2.31,2.73,5.04,28.64,283,120,125,90,142,84,184,99,,,,,,,0.15,0.0,0.18,0.33,1.85,2.2,301,181,231,114,359,149,481,178,0.91,0.06,Stuart Armstrong
,,96787,0,0,-4,4,0,3,1.0,1.0,2,Mohamed,2.0,406,False,,,51,96787.jpg,1.9,Elyounoussi,0.1,False,,a,17,20,62,8945,0,14654,0,0.4,12.2,Elyounoussi,2162,1,1,2,45,0,0,0,4,0,0,0,218,289.8,303.1,424.0,101.5,27,3.52,1.53,5.05,37.02,240,101,122,88,84,54,130,82,,,,,,,0.15,0.0,0.06,0.21,1.54,1.87,170,96,149,71,342,140,501,193,1.12,0.08,Mohamed Elyounoussi
100.0,100.0,101178,0,0,-4,4,3,3,4.2,6.0,7,James,7.0,407,False,,2023-04-27T23:30:08.867910Z,61,101178.jpg,3.7,Ward-Prowse,4.9,False,,a,17,20,142,1374045,0,1786445,0,1.1,23.3,Ward-Prowse,3371,9,4,4,72,1,0,2,6,0,0,18,747,942.6,1165.6,343.0,245.2,38,5.86,5.30,11.16,60.71,12,5,6,4,111,70,17,12,1.0,,1.0,,1.0,,0.16,0.0,0.14,0.3,1.62,1.92,63,32,25,12,86,37,78,25,1.01,0.11,James Ward-Prowse
100.0,100.0,155511,0,0,-2,2,0,4,-0.2,4.0,5,Adam,5.0,408,False,,2022-10-06T13:30:07.187553Z,53,155511.jpg,1.8,Armstrong,0.7,False,,a,17,20,54,284649,0,311720,0,0.9,10.2,A.Armstrong,1321,2,1,1,24,0,0,0,2,0,0,3,161,176.2,148.8,292.0,60.7,14,2.23,0.75,2.98,24.77,330,37,229,34,128,40,249,40,,,,,,,0.15,0.0,0.05,0.2,1.69,1.64,143,48,47,6,366,47,228,40,0.95,0.07,Adam Armstrong
100.0,100.0,158534,0,0,-1,1,1,2,-0.5,-1.0,0,Kyle,0.0,409,False,,2023-03-15T22:30:08.797474Z,44,158534.jpg,1.8,Walker-Peters,0.6,False,,a,17,20,56,164701,0,226674,0,0.0,12.7,Walker-Peters,2650,1,0,3,58,0,0,0,4,0,0,2,335,420.6,279.5,219.0,91.9,30,1.08,2.50,3.58,51.26,158,58,132,24,170,23,151,32,,,,,,,0.04,0.0,0.08,0.12,1.74,1.97,491,99,497,201,352,126,237,83,1.02,0.1,Kyle Walker-Peters
100.0,100.0,171771,0,0,-4,4,0,2,-0.8,-1.0,0,Jan,0.0,410,False,,2023-04-22T14:30:07.800233Z,41,171771.jpg,1.4,Bednarek,0.2,False,,a,17,20,32,24589,0,51790,0,0.0,7.8,Bednarek,1770,0,0,3,40,1,0,0,5,0,0,2,321,445.6,38.7,47.0,53.2,21,0.42,0.26,0.68,36.14,142,50,391,139,365,129,275,94,,,,,,,0.02,0.0,0.01,0.03,1.84,2.03,635,178,424,156,422,149,357,132,1.07,0.15,Jan Bednarek
0.0,0.0,200439,0,0,-5,5,4,4,0.0,0.0,0,Che,0.0,411,False,Calf injury - Expected back 07 Jan,2023-05-12T15:30:08.341426Z,60,200439.jpg,3.4,Adams,0.8,False,,i,17,20,94,539048,0,565035,0,0.0,15.7,Adams,1987,5,5,4,41,0,0,0,1,0,0,9,262,340.4,336.4,583.0,124.6,23,6.48,2.19,8.67,34.19,208,21,108,11,48,19,91,17,,,,,,,0.29,0.0,0.1,0.39,1.55,1.86,71,29,754,84,118,16,212,33,1.04,0.18,Che Adams
0.0,0.0,203389,0,0,0,0,0,3,0.0,0.0,0,Nathan,0.0,412,False,Season-long loan to Burnley,2022-08-12T14:24:55.174713Z,50,203389.jpg,0.0,Tella,0.0,False,,u,17,20,0,13,0,301,0,0.0,0.0,Tella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,762,330,761,330,756,328,763,330,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,200,112,697,302,764,331,752,318,0.0,0.0,Nathan Tella
100.0,100.0,212721,0,0,-1,1,0,2,1.5,2.0,3,Lyanco,3.0,413,False,,2022-08-11T13:30:06.884427Z,44,212721.jpg,1.4,Silveira Neves Vojnovic,0.0,False,,a,17,20,29,4356,0,6758,0,0.7,6.6,Lyanco,1173,1,1,0,26,0,0,0,4,0,0,0,209,355.6,62.9,114.0,53.4,11,0.58,0.12,0.70,23.36,204,79,352,120,257,71,274,93,,,,,,,0.04,0.0,0.01,0.05,1.79,1.99,504,111,79,25,429,151,526,197,0.84,0.0,Lyanco Silveira Neves Vojnovic
0.0,0.0,213482,0,0,0,0,0,2,0.0,0.0,0,Yan,0.0,414,False,Transferred to Angers,2022-09-02T11:05:50.798912Z,40,213482.jpg,0.0,Valery,0.3,False,,u,17,20,0,20793,0,79753,0,0.0,0.0,Valery,45,0,0,0,2,0,0,0,0,0,0,0,1,4.0,0.9,0.0,0.5,1,0.00,0.00,0.00,0.99,514,179,486,179,538,197,525,181,,,,,,,0.0,0.0,0.0,0.0,1.98,4.0,667,191,362,114,602,209,341,126,2.0,0.0,Yan Valery
0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,Will,0.0,415,False,Joined Stoke City on loan - Expected back 01 Jul,2022-07-27T11:00:04.337061Z,45,214466.jpg,0.0,Smallbone,0.0,False,,u,17,20,0,0,0,1451,0,0.0,0.0,Smallbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,681,273,680,278,661,267,686,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,371,212,548,201,692,282,699,283,0.0,0.0,Will Smallbone
100.0,100.0,240143,0,0,-4,4,0,3,-1.0,-1.0,0,Ibrahima,0.0,416,False,,2022-10-18T10:30:08.584850Z,41,240143.jpg,1.1,Diallo,0.4,False,,a,17,20,19,60264,0,97164,0,0.0,4.6,Diallo,813,0,0,0,19,0,0,0,4,0,0,0,95,85.4,66.0,28.0,17.7,11,0.21,0.12,0.33,14.48,403,172,349,181,400,194,417,186,,,,,,,0.02,0.0,0.01,0.03,1.6,2.1,642,337,428,158,464,206,305,104,1.22,0.0,Ibrahima Diallo
0.0,0.0,244560,0,0,-5,5,1,2,0.0,0.0,0,Romain,0.0,417,False,Ankle injury - Expected back 01 Jul,2023-04-27T23:30:08.891636Z,40,244560.jpg,2.4,Perraud,0.4,False,,i,17,20,71,270162,0,241324,0,0.0,17.8,Perraud,1828,2,2,4,35,1,0,0,4,0,0,5,304,360.6,251.8,298.0,90.9,22,1.26,1.86,3.12,30.64,200,77,148,31,125,9,157,35,,,2.0,,,,0.06,0.0,0.09,0.15,1.51,1.72,674,195,369,118,237,86,298,109,1.08,0.2,Romain Perraud
100.0,100.0,431131,0,0,-1,1,0,3,-0.5,-1.0,0,Moussa,0.0,418,False,,2022-11-04T23:30:08.897775Z,49,431131.jpg,1.7,Djenepo,0.1,False,,a,17,20,27,16891,0,21150,0,0.0,5.5,Djenepo,702,0,2,0,14,0,0,0,1,0,0,0,117,141.8,123.2,70.0,33.7,7,0.15,0.43,0.58,11.26,356,144,258,152,324,163,351,155,,,,,,,0.02,0.0,0.06,0.08,1.44,1.79,251,148,687,298,380,161,492,186,0.9,0.0,Moussa Djenepo
100.0,100.0,441191,0,0,-1,1,0,2,-0.8,0.0,1,Tino,1.0,419,False,,2022-07-05T15:30:04.232654Z,44,441191.jpg,1.0,Livramento,0.0,False,,a,17,20,2,2301,0,3350,0,0.2,0.5,Livramento,26,0,0,0,0,0,0,0,0,0,0,0,13,14.2,0.3,0.0,1.5,0,0.00,0.00,0.00,1.41,483,170,502,182,637,248,504,176,,,,,,,0.0,0.0,0.0,0.0,4.88,0.0,523,120,216,63,494,174,664,240,0.0,0.0,Tino Livramento
0.0,0.0,450527,0,0,-3,3,0,2,0.0,0.0,0,Mohammed,0.0,420,False,Hip injury - Expected back 01 Jul,2023-03-31T14:30:09.816630Z,42,450527.jpg,1.5,Salisu,0.1,False,,i,17,20,33,32355,0,40700,0,0.0,7.9,Salisu,1971,0,1,1,41,1,0,0,5,0,0,2,305,537.4,109.7,167.0,81.5,21,1.40,0.50,1.90,28.84,105,34,283,83,206,36,181,45,,,,,,,0.06,0.0,0.02,0.08,1.32,1.87,619,174,453,179,408,146,408,153,0.96,0.05,Mohammed Salisu
0.0,0.0,200428,0,0,0,0,0,1,0.0,0.0,0,Mateusz,0.0,421,False,Season-long loan to Troyes,2022-09-02T10:44:45.850835Z,40,200428.jpg,0.0,Lis,0.1,False,,u,17,20,0,2802,0,22070,0,0.0,0.0,Lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,587,65,573,48,535,39,591,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,664,44,359,52,599,65,420,51,0.0,0.0,Mateusz Lis
,,456350,0,0,-1,1,0,1,-1.0,-1.0,0,Gavin,0.0,422,False,,,44,456350.jpg,2.6,Bazunu,0.6,False,,a,17,20,84,100375,0,116503,0,0.0,19.1,Bazunu,2880,0,0,4,56,0,1,0,0,0,69,3,485,633.0,10.0,0.0,64.2,32,0.00,0.05,0.05,46.75,70,15,452,9,640,68,236,15,,,,,,,0.0,2.16,0.0,0.0,1.46,1.75,526,25,518,77,205,28,242,38,1.0,0.12,Gavin Bazunu
0.0,0.0,477386,0,0,0,0,1,2,0.0,0.0,0,Armel,0.0,423,False,Hamstring injury - Expected back 01 Jul,2023-05-08T22:00:08.315762Z,45,477386.jpg,2.0,Bella-Kotchap,0.2,False,,i,17,20,49,50406,0,51582,0,0.0,10.9,Bella-Kotchap,1881,0,2,3,39,0,0,0,4,0,0,5,345,422.4,76.4,105.0,60.6,24,1.05,0.44,1.49,35.93,155,55,332,111,275,79,250,79,,,,,,,0.05,0.0,0.02,0.07,1.72,1.87,414,84,581,227,321,121,397,151,1.15,0.14,Armel Bella-Kotchap
,,20310,0,0,-2,2,0,1,-1.0,-1.0,0,Willy,0.0,424,False,,,38,20310.jpg,0.0,Caballero,0.9,False,,a,17,20,0,55858,0,79421,0,0.0,0.0,Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,41,520,15,479,5,547,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,761,78,303,24,555,41,203,31,0.0,0.0,Willy Caballero
,,193204,0,0,-5,5,0,3,-0.5,-1.0,0,Joe,0.0,512,False,,,50,193204.jpg,2.2,Ayodele-Aribo,0.3,False,,a,17,20,46,58248,0,98285,0,0.0,9.2,Aribo,1219,2,0,1,24,0,0,0,2,0,0,3,161,209.6,137.1,366.0,71.5,13,1.54,0.44,1.98,17.11,305,127,241,145,105,65,217,107,,,,,,,0.11,0.0,0.03,0.14,1.26,1.77,196,111,695,301,278,107,344,118,0.96,0.07,Joe Ayodele-Aribo
,,476888,0,0,-2,2,0,4,-0.8,-1.0,0,Sékou,0.0,528,False,,,53,476888.jpg,1.5,Mara,0.1,False,,a,17,20,32,24873,0,29489,0,0.0,6.0,Mara,538,1,2,0,10,0,0,0,1,0,0,0,90,104.8,77.5,169.0,33.9,4,1.02,0.31,1.33,9.39,381,45,330,49,204,48,349,50,,,,,,,0.17,0.0,0.05,0.22,1.57,1.67,155,51,732,76,419,52,459,67,0.67,0.0,Sékou Mara
0.0,0.0,515571,0,0,0,0,0,2,0.0,0.0,0,Juan,0.0,622,False,Muscle injury - Expected back 01 Jul,2022-12-20T01:00:07.831260Z,40,515571.jpg,0.8,Larios López,0.0,False,,i,17,20,4,10523,0,10087,0,0.0,1.0,Larios,150,0,0,0,2,0,0,0,0,0,0,0,28,27.6,7.8,4.0,3.9,2,0.00,0.02,0.02,2.48,469,166,455,162,457,169,479,167,,,,,,,0.0,0.0,0.01,0.01,1.49,1.2,715,224,408,145,540,179,529,198,1.2,0.0,Juan Larios López
100.0,100.0,173271,0,0,-1,1,0,2,-1.0,-1.0,0,Duje,0.0,623,False,,2022-09-02T14:30:07.236054Z,44,173271.jpg,2.2,Caleta-Car,0.0,False,,a,17,20,28,5818,0,5207,0,0.0,6.4,Caleta-Car,942,1,0,1,15,0,0,0,2,0,0,2,182,262.4,16.2,69.0,34.9,9,0.83,0.14,0.97,15.36,268,102,432,153,327,108,346,123,,,,,,,0.08,0.0,0.01,0.09,1.47,1.43,495,103,499,203,272,99,552,203,0.86,0.1,Duje Caleta-Car
0.0,0.0,490503,0,0,-4,4,0,3,0.0,0.0,0,Samuel,0.0,624,False,International Duty - Expected back 12 Jun,2023-05-24T21:30:09.699504Z,46,490503.jpg,1.4,Edozie,0.0,False,,i,17,20,23,2987,0,2664,0,0.0,5.0,Edozie,554,0,0,1,9,0,0,0,0,0,0,0,82,89.2,110.3,133.0,33.2,5,0.88,0.43,1.31,7.27,401,171,280,157,236,131,355,157,,,,,,,0.14,0.0,0.07,0.21,1.18,1.46,340,203,636,257,434,189,666,265,0.81,0.16,Samuel Edozie
0.0,0.0,476161,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,647,False,Season-long loan to Eastleigh,2023-01-31T23:20:21.022106Z,45,476161.jpg,0.0,Payne,0.0,False,,u,17,20,0,489,0,493,0,0.0,0.0,Payne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,708,287,707,292,690,283,712,290,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,413,234,580,217,718,296,744,311,0.0,0.0,Lewis Payne
0.0,0.0,447372,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,648,False,Season-long loan to Crewe Alexandra,2023-01-20T13:09:13.770783Z,45,447372.jpg,0.0,Finnigan,0.0,False,,u,17,20,0,565,0,544,0,0.0,0.0,Finnigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,694,280,693,285,674,274,698,283,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,394,223,565,210,704,289,745,312,0.0,0.0,Ryan Finnigan
0.0,0.0,493736,0,0,0,0,0,4,0.0,0.0,0,Jimmy,0.0,671,False,Transferred to Chelsea,2023-05-21T09:54:38.870195Z,45,493736.jpg,0.0,Morgan,0.0,False,,u,17,20,0,7663,0,5975,0,0.0,0.0,Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,719,82,716,82,702,82,721,83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,430,82,596,61,728,83,564,73,0.0,0.0,Jimmy Morgan
100.0,100.0,81205,0,0,-4,4,0,3,-1.0,-1.0,0,Mislav,0.0,692,False,,2023-04-14T14:00:10.233553Z,51,81205.jpg,1.0,Orsic,0.0,False,,a,17,20,1,4508,0,4055,0,0.0,0.2,Orsic,6,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.3,0.0,0.2,0,0.00,0.00,0.00,0.00,524,239,507,249,761,331,537,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,169,95,707,308,529,247,675,269,0.0,0.0,Mislav Orsic
100.0,100.0,502697,0,0,0,0,0,3,2.0,4.0,5,Carlos,5.0,693,False,,2023-03-04T21:30:09.335228Z,50,502697.jpg,3.1,Alcaraz,0.0,False,,a,17,20,55,12588,0,8774,0,1.0,11.0,Alcaraz,1024,4,2,0,25,0,0,0,3,0,0,4,155,238.4,87.2,199.0,52.2,13,1.76,0.71,2.47,22.83,281,119,316,170,186,113,277,124,,,,,,,0.15,0.0,0.06,0.21,2.01,2.2,216,121,45,21,145,59,549,215,1.14,0.0,Carlos Alcaraz
,,184386,0,0,0,0,0,2,-1.0,-1.0,0,James,0.0,716,False,,,45,184386.jpg,0.8,Bree,0.0,False,,a,17,20,4,1423,0,1156,0,0.0,0.9,Bree,366,0,0,0,12,0,0,0,1,0,0,0,51,63.8,66.2,11.0,14.0,4,0.03,0.31,0.34,9.23,429,159,348,118,437,160,432,154,,,,,,,0.01,0.0,0.08,0.09,2.27,2.95,362,71,542,219,543,181,662,239,0.98,0.0,James Bree
,,504783,0,0,-1,1,1,3,1.2,13.0,14,Kamaldeen,14.0,731,False,,,49,504783.jpg,2.5,Sulemana,0.0,False,,a,17,20,45,3586,0,2841,0,2.9,9.2,Kamaldeen,959,2,1,3,20,0,0,0,1,0,0,3,133,176.6,187.3,212.0,57.6,10,1.76,1.01,2.77,18.24,328,136,188,117,178,107,262,120,,,,,,,0.17,0.0,0.09,0.26,1.71,1.88,254,149,4,2,231,88,670,266,0.94,0.28,Kamaldeen Sulemana
100.0,75.0,147611,0,0,-2,2,0,4,-0.1,-0.8,0,Paul,0.0,732,False,,2023-05-26T15:00:13.029750Z,53,147611.jpg,1.3,Onuachu,0.0,False,,a,17,20,14,8607,0,7227,0,0.0,2.6,Onuachu,401,0,0,1,7,0,0,0,0,0,0,0,23,30.2,52.8,126.0,20.6,4,1.26,0.07,1.33,6.08,466,58,369,52,244,51,406,52,,,,,,,0.28,0.0,0.02,0.3,1.36,1.57,142,47,725,73,456,60,643,86,0.9,0.22,Paul Onuachu
,,494541,0,0,0,0,0,3,0.4,-1.0,0,Kamari,0.0,769,False,,,45,494541.jpg,1.0,Doyle,0.0,False,,a,17,20,1,15,0,1,0,0.0,0.2,Doyle,6,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.31,720,297,505,247,703,292,722,298,,,,,,,0.0,0.0,0.0,0.0,4.65,0.0,431,245,597,228,505,228,772,333,0.0,0.0,Kamari Doyle
,,494543,0,0,0,0,0,4,0.2,0.0,1,Dominic,1.0,770,False,,,45,494543.jpg,1.0,Ballard,0.0,False,,a,17,20,2,449,0,41,0,0.2,0.4,Ballard,24,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.6,0.0,0.1,0,0.00,0.00,0.00,1.06,532,67,496,66,704,83,540,69,,,,,,,0.0,0.0,0.0,0.0,3.98,0.0,432,83,222,28,506,64,728,93,0.0,0.0,Dominic Ballard
,,499724,0,0,0,0,0,3,,0.4,1,Samuel,1.0,778,False,,,45,499724.jpg,1.0,Amo-Ameyaw,0.0,False,,a,17,20,1,0,0,0,0,0.2,0.2,Amo-Ameyaw,3,0,0,0,0,0,0,0,0,0,0,0,6,5.2,10.8,0.0,1.6,0,0.00,0.00,0.00,0.61,508,229,449,219,707,294,502,224,,,,,,,0.0,0.0,0.0,0.0,18.3,0.0,436,248,223,111,509,231,778,338,0.0,0.0,Samuel Amo-Ameyaw
0.0,0.0,37915,0,0,-1,1,1,1,0.0,0.0,0,Hugo,0.0,425,False,Muscle injury - Expected back 01 Jul,2023-04-23T21:30:08.038504Z,54,37915.jpg,3.6,Lloris,3.2,False,,i,18,6,89,507423,0,748961,0,0.0,16.5,Lloris,2205,0,0,7,39,1,0,0,0,0,79,12,456,540.0,0.0,0.0,54.0,25,0.00,0.00,0.00,30.16,103,17,770,85,767,82,272,17,,,,,,,0.0,3.22,0.0,0.0,1.23,1.59,116,2,733,84,93,18,105,19,1.02,0.29,Hugo Lloris
,,40383,0,0,-1,1,0,1,1.8,2.0,2,Fraser,2.0,426,False,,,39,40383.jpg,2.9,Forster,4.4,False,,a,18,6,40,375757,0,469405,0,0.5,10.3,Forster,1215,0,0,3,24,0,1,0,1,0,32,1,222,267.8,0.0,0.0,26.9,13,0.00,0.00,0.00,19.21,265,25,533,23,493,13,385,25,,,,,,,0.0,2.37,0.0,0.0,1.42,1.78,728,63,108,14,162,26,84,17,0.96,0.22,Fraser Forster
100.0,100.0,78830,0,0,0,0,6,4,7.5,16.0,16,Harry,16.0,427,True,,2022-10-08T20:30:07.678681Z,115,78830.jpg,6.9,Kane,32.7,False,,a,18,6,263,7381740,0,6575833,0,1.4,22.9,Kane,3406,30,9,11,62,0,0,1,6,0,0,48,1008,1342.0,759.6,1760.0,386.3,38,20.95,4.01,24.96,49.11,2,2,25,2,2,2,1,1,,,2.0,,1.0,,0.55,0.0,0.11,0.66,1.3,1.64,4,2,1,1,4,2,6,2,1.0,0.29,Harry Kane
100.0,100.0,85971,0,0,-5,5,1,3,4.0,5.0,5,Son,5.0,428,False,,2022-11-02T00:00:07.969471Z,115,85971.jpg,4.2,Heung-min,6.4,False,,a,18,6,152,1754591,0,3349584,0,0.4,13.2,Son,2886,10,6,9,55,0,0,0,2,0,0,8,471,732.6,852.0,919.0,250.2,33,9.80,4.56,14.36,42.74,39,16,17,14,20,10,16,11,1.0,,1.0,,3.0,,0.31,0.0,0.14,0.45,1.33,1.72,5,3,51,23,44,21,62,21,1.03,0.28,Son Heung-min
0.0,0.0,87835,0,0,-4,4,1,2,0.0,0.0,0,Matt,0.0,429,False,Contract ended,2023-01-31T23:14:10.773738Z,46,87835.jpg,2.9,Doherty,0.3,False,,u,18,6,35,198746,0,260706,0,0.0,7.6,Doherty,663,1,0,3,9,0,0,0,0,0,0,2,147,147.0,110.5,146.0,40.3,7,0.74,0.27,1.01,8.61,349,142,278,80,223,46,326,111,,,,,,,0.1,0.0,0.04,0.14,1.17,1.22,328,55,630,230,169,57,347,128,0.95,0.41,Matt Doherty
0.0,0.0,93264,0,0,0,0,0,2,0.0,0.0,0,Eric,0.0,430,False,Groin Injury - Expected back 01 Jul,2023-05-26T15:00:12.519549Z,50,93264.jpg,2.9,Dier,4.8,False,,i,18,6,96,1666908,0,1626420,0,0.0,19.2,Dier,2816,2,1,9,52,0,0,0,3,0,0,5,569,653.2,112.3,235.0,100.1,31,1.76,0.55,2.31,43.12,65,19,275,77,161,21,133,26,,,3.0,,,,0.06,0.0,0.02,0.08,1.38,1.66,186,20,690,241,173,58,80,28,0.99,0.29,Eric Dier
100.0,100.0,95715,0,0,-2,2,0,3,0.5,6.0,6,Lucas,6.0,431,False,,2023-04-03T22:00:08.635129Z,58,95715.jpg,1.1,Rodrigues Moura da Silva,0.2,False,,a,18,6,17,14604,0,43611,0,1.0,2.9,Lucas Moura,145,1,0,0,5,0,0,0,0,1,0,0,55,65.0,55.9,60.0,18.0,0,0.55,0.46,1.01,2.68,427,186,365,190,337,168,414,184,,,,,,,0.34,0.0,0.29,0.63,1.66,3.1,76,40,35,14,467,208,394,139,0.0,0.0,Lucas Rodrigues Moura da Silva
100.0,100.0,115556,0,0,-3,3,1,2,1.8,2.0,2,Ben,2.0,432,False,,2023-03-18T19:00:08.934558Z,47,115556.jpg,3.2,Davies,1.0,False,,a,18,6,99,380727,0,382888,0,0.4,21.1,Davies,2284,2,3,9,33,0,0,0,4,0,0,3,470,434.0,291.8,172.0,89.9,26,1.01,1.47,2.48,26.59,149,53,128,23,203,35,160,37,,,,,,,0.04,0.0,0.06,0.1,1.05,1.3,305,50,136,43,133,37,187,64,1.02,0.35,Ben Davies
100.0,75.0,132015,0,0,-2,2,2,3,1.4,0.0,0,Pierre-Emile,0.0,433,False,,2023-05-20T15:30:10.632035Z,53,132015.jpg,3.4,Højbjerg,1.8,False,,a,18,6,120,805527,0,779765,0,0.0,22.6,Højbjerg,3131,4,5,10,57,0,0,0,5,0,0,10,629,758.0,501.7,237.0,150.0,35,2.02,3.13,5.15,45.05,32,14,60,50,159,95,68,48,,,,,,,0.06,0.0,0.09,0.15,1.29,1.64,141,75,724,319,117,50,142,51,1.01,0.29,Pierre-Emile Højbjerg
0.0,0.0,157668,0,0,-1,1,0,3,0.0,0.0,0,Harry,0.0,434,False,Season-long loan to Sampdoria,2022-08-31T07:21:07.937920Z,44,157668.jpg,0.0,Winks,0.5,False,,u,18,6,0,64152,0,218770,0,0.0,0.0,Winks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,654,255,650,260,625,246,659,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,281,496,178,666,265,258,85,0.0,0.0,Harry Winks
